filename,xc,yc,r,sin,cos
junk000000000000000.csv,0.0,0.0,0.0,0.0,0.0
DATASET1_1_10000_00001.png,362.9527893066406,396.3625793457031,185.53106689453125,0.9834129810333252,0.23498760163784027
DATASET1_1_10000_00002.png,365.5923767089844,396.5533447265625,188.4038848876953,0.9626619815826416,0.19793926179409027
DATASET1_1_10000_00003.png,367.1961364746094,399.5089111328125,187.94366455078125,0.9983704090118408,0.23329196870326996
DATASET1_1_10000_00004.png,375.011474609375,409.54876708984375,189.63360595703125,1.021735429763794,0.25026071071624756
DATASET1_1_10000_00005.png,378.4717102050781,413.5971374511719,190.08514404296875,0.9889461994171143,0.27935922145843506
DATASET1_1_10000_00006.png,384.4114685058594,419.8636779785156,192.19998168945312,0.9601767063140869,0.29929959774017334
DATASET1_1_10000_00007.png,367.2896728515625,400.7933044433594,185.9104766845703,0.9685060977935791,0.3199514150619507
DATASET1_1_10000_00008.png,382.4894714355469,418.4866027832031,190.98309326171875,0.9825022220611572,0.30995404720306396
DATASET1_1_10000_00009.png,379.54254150390625,412.22979736328125,189.46173095703125,0.9747183322906494,0.30511605739593506
DATASET1_1_10000_00010.png,363.8583679199219,397.82513427734375,184.125732421875,0.9312727451324463,0.27041375637054443
DATASET1_1_10000_00011.png,377.14349365234375,412.30517578125,189.11944580078125,0.9418423175811768,0.3450092077255249
DATASET1_1_10000_00012.png,377.5141906738281,412.8403015136719,188.39566040039062,0.9769136905670166,0.2951425313949585
DATASET1_1_10000_00013.png,378.9027099609375,413.7026062011719,189.109375,0.9516785144805908,0.2816976308822632
DATASET1_1_10000_00014.png,379.3515319824219,413.7775573730469,188.6792755126953,0.9446165561676025,0.31133782863616943
DATASET1_1_10000_00015.png,377.7718505859375,412.9751892089844,189.33590698242188,0.9669935703277588,0.3200944662094116
DATASET1_1_10000_00016.png,378.2956848144531,412.9428405761719,188.90481567382812,0.9055492877960205,0.32050931453704834
DATASET1_1_10000_00017.png,375.8109436035156,409.24725341796875,187.99618530273438,0.8347771167755127,0.3712695837020874
DATASET1_1_10000_00018.png,378.0907897949219,408.8429870605469,189.65011596679688,0.9384901523590088,0.3255361318588257
DATASET1_1_10000_00019.png,365.71832275390625,398.3822326660156,184.06626892089844,0.9665977954864502,0.30912911891937256
DATASET1_1_10000_00020.png,374.7394714355469,407.00286865234375,188.08045959472656,0.9592125415802002,0.268668532371521
DATASET1_1_10000_00021.png,370.9311218261719,401.5083312988281,187.07855224609375,0.950690507888794,0.29750382900238037
DATASET1_1_10000_00022.png,359.6806335449219,390.0168762207031,182.7427215576172,0.9203417301177979,0.2875741720199585
DATASET1_1_10000_00023.png,363.02142333984375,395.333984375,185.30125427246094,0.9855787754058838,0.3148435354232788
DATASET1_1_10000_00024.png,377.1264343261719,405.6771545410156,191.31515502929688,0.9655811786651611,0.3297160863876343
DATASET1_1_10000_00025.png,373.7720031738281,402.9438171386719,189.10595703125,0.9731409549713135,0.2838548421859741
DATASET1_1_10000_00026.png,358.25372314453125,385.7915344238281,183.95106506347656,0.9772522449493408,0.3016122579574585
DATASET1_1_10000_00027.png,361.8927001953125,387.4884338378906,187.20648193359375,0.9609806537628174,0.305721640586853
DATASET1_1_10000_00028.png,365.7471618652344,392.4103088378906,186.42050170898438,0.9552862644195557,0.27267301082611084
DATASET1_1_10000_00029.png,361.24053955078125,384.8844299316406,186.97804260253906,0.9420101642608643,0.22747360169887543
DATASET1_1_10000_00030.png,360.4473571777344,383.7315979003906,188.03140258789062,0.9367010593414307,0.1842874139547348
DATASET1_1_10000_00031.png,356.4295349121094,379.057373046875,186.65652465820312,0.9729807376861572,0.26791608333587646
DATASET1_1_10000_00032.png,360.986328125,386.4249572753906,187.97715759277344,0.9612820148468018,0.24781738221645355
